%x	y	z	t	a	ad	adf	
0.361	-0.041	0.323	0.00671	0.01304	167.90524	12.09476	
0.358	-0.047	0.323	0.0064	0.01375	163.74009	16.25991	
0.354	-0.052	0.323	0.00748	0.01393	171.78679	8.21321	
0.35	-0.058	0.325	0.00648	0.0136	173.67469	6.32531	
0.346	-0.063	0.326	0.00714	0.01208	168.57825	11.42175	
0.341	-0.068	0.327	0.005	0.01277	164.84036	15.15964	
0.338	-0.072	0.327	0.00787	0.01285	172.13825	7.86175	
0.332	-0.077	0.328	0.005	0.01068	167.11892	12.88108	
0.328	-0.08	0.328	0.00574	0.0102	161.74494	18.25506	
0.324	-0.084	0.329	0.00458	0.01187	168.50954	11.49046	
0.32	-0.086	0.33	0.00735	0.01269	170.24033	9.75967	
0.314	-0.089	0.333	0.00539	0.01179	166.96083	13.03917	
0.31	-0.091	0.336	0.00648	0.01375	174.98653	5.01347	
0.305	-0.092	0.34	0.00728	0.01364	170.67932	9.32068	
0.299	-0.093	0.344	0.0064	0.01349	169.76638	10.23362	
0.294	-0.093	0.348	0.00714	0.01418	171.95053	8.04947	
0.289	-0.094	0.353	0.00707	NaN	NaN	NaN	
0.284	-0.094	0.358	NaN	0.22179	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	
0.092	-0.171	0.278	0.00592	0.01375	170.92373	9.07627	
0.087	-0.17	0.275	0.00787	0.01425	172.61479	7.38521	
0.081	-0.169	0.27	0.0064	0.01581	173.34557	6.65443	
0.076	-0.169	0.266	0.00943	0.01667	171.92823	8.07177	
0.068	-0.169	0.261	0.00728	0.015	163.63057	16.36943	
0.062	-0.168	0.257	0.00787	0.01643	171.55299	8.44701	
0.056	-0.169	0.252	0.0086	0.0172	180	0	
0.049	-0.169	0.247	0.0086	0.01581	178.15239	1.84761	
0.042	-0.169	0.242	0.00721	0.0148	167.13915	12.86085	
0.036	-0.169	0.238	0.00768	0.01536	180	0	
0.029	-0.17	0.235	0.00768	0.01269	165.98244	14.01756	
0.022	-0.171	0.232	0.0051	0.01208	166.10211	13.89789	
0.017	-0.171	0.231	0.00707	0.01308	167.54884	12.45116	
0.01	-0.172	0.231	0.00608	0.01118	178.15239	1.84761	
0.004	-0.172	0.232	0.0051	0.01049	165.18469	14.81531	
-0.001	-0.172	0.233	0.00548	0.01122	166.08359	13.91641	
-0.006	-0.171	0.235	0.00583	0.011	157.45044	22.54956	
-0.011	-0.171	0.238	0.00539	0.01044	169.50852	10.49148	
-0.015	-0.169	0.241	0.0051	0.01005	146.88866	33.11134	
-0.019	-0.168	0.244	0.00539	0.01179	166.96083	13.03917	
-0.021	-0.165	0.248	0.00648	0.01425	171.05055	8.94945	
-0.022	-0.161	0.253	0.00781	0.015	163.39521	16.60479	
-0.022	-0.156	0.259	0.00735	0.01539	174.78484	5.21516	
-0.02	-0.151	0.264	0.00806	0.01507	169.20542	10.79458	
-0.018	-0.145	0.269	0.00707	0.01507	169.20542	10.79458	
-0.015	-0.14	0.273	0.00806	0.01418	170.37852	9.62148	
-0.013	-0.134	0.278	0.00616	0.01349	173.41322	6.58678	
-0.011	-0.129	0.281	0.00735	0.0136	163.01182	16.98818	
-0.008	-0.123	0.284	0.0064	0.01187	176.34448	3.65552	
-0.006	-0.117	0.285	0.00548	0.01082	169.48027	10.51973	
-0.004	-0.112	0.286	0.00539	0.01063	156.26057	23.73943	
-0.002	-0.107	0.286	0.00548	0.01082	169.48027	10.51973	
-0.001	-0.102	0.284	0.00539	0.01118	170.83765	9.16235	
-0.001	-0.097	0.282	0.00583	0.01221	172.30395	7.69605	
-0.001	-0.092	0.279	0.0064	0.01349	169.76638	10.23362	
-0.001	-0.087	0.275	0.00714	0.0136	173.67469	6.32531	
-0.002	-0.082	0.27	0.00648	0.01446	167.44498	12.55502	
-0.003	-0.078	0.265	0.00806	0.0164	173.35099	6.64901	
-0.005	-0.072	0.26	0.00837	0.01603	174.79423	5.20577	
-0.008	-0.066	0.255	0.00768	0.01643	173.74089	6.25911	
-0.011	-0.061	0.25	0.00877	0.0186	174.32635	5.67365	
-0.015	-0.055	0.245	0.00985	0.01965	171.76572	8.23428	
-0.02	-0.049	0.239	0.00985	0.01905	170.19342	9.80658	
-0.026	-0.043	0.234	0.00927	0.02032	172.63126	7.36874	
-0.031	-0.038	0.228	0.01109	0.02265	175.57756	4.42244	
-0.038	-0.033	0.221	0.01158	0.022	171.26431	8.73569	
-0.045	-0.027	0.214	0.01049	0.02138	168.36894	11.63106	
-0.05	-0.021	0.207	0.011	0.02083	175.47669	4.52331	
-0.057	-0.015	0.201	0.00985	0.01985	171.93153	8.06847	
-0.063	-0.009	0.196	0.01005	0.01868	168.98941	11.01059	
-0.069	-0.002	0.192	0.00872	0.01655	172.14543	7.85457	
-0.075	0.004	0.19	0.00787	0.01594	170.01593	9.98407	
-0.08	0.01	0.189	0.00812	0.01446	168.63936	11.36064	
-0.084	0.017	0.188	0.0064	0.01345	173.65981	6.34019	
-0.088	0.022	0.188	0.00707	0.0136	161.56505	18.43495	
-0.093	0.027	0.188	0.00671	0.01221	161.56505	18.43495	
-0.096	0.033	0.188	0.00566	0.01136	169.97501	10.02499	
-0.1	0.037	0.188	0.00574	0.01149	180	0	
-0.104	0.041	0.187	0.00574	0.0097	158.25482	21.74518	
-0.108	0.045	0.186	0.00412	0.00877	169.25498	10.74502	
-0.111	0.047	0.184	0.00469	0.00812	169.97501	10.02499	
-0.114	0.05	0.182	0.00346	0.00781	151.87449	28.12551	
-0.116	0.052	0.18	0.00458	0.00866	157.79235	22.20765	
-0.117	0.056	0.178	0.00424	0.00787	160.89339	19.10661	
-0.117	0.059	0.175	0.00374	0.00877	157.79235	22.20765	
-0.116	0.062	0.173	0.0052	0.01166	165.57993	14.42007	
-0.113	0.065	0.17	0.00656	0.01245	164.97754	15.02246	
-0.108	0.068	0.167	0.006	0.01364	158.64377	21.35623	
-0.104	0.07	0.163	0.00787	0.01616	173.60941	6.39059	
-0.097	0.072	0.16	0.00831	0.0153	175.9338	4.0662	
-0.09	0.074	0.156	0.007	0.0164	168.1812	11.8188	
-0.084	0.076	0.153	0.00949	0.01847	166.38373	13.61627	
-0.076	0.077	0.148	0.00911	NaN	NaN	NaN	
-0.069	0.08	0.143	NaN	0.02631	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	
-0.049	0.086	0.127	0.00883	0.01715	171.08925	8.91075	
-0.042	0.088	0.122	0.00837	0.01735	174.88891	5.11109	
-0.036	0.091	0.117	0.009	0.01568	173.62063	6.37937	
-0.03	0.094	0.111	0.00671	0.01487	167.47119	12.52881	
-0.025	0.096	0.107	0.00825	0.01459	170.00412	9.99588	
-0.019	0.1	0.103	0.0064	0.01212	164.6245	15.3755	
-0.015	0.103	0.099	0.00583	0.01237	173.6294	6.3706	
-0.012	0.107	0.096	0.00656	0.01269	171.7062	8.2938	
-0.009	0.112	0.093	0.00616	0.01204	170.79965	9.20035	
-0.007	0.117	0.09	0.00592	0.01308	169.89739	10.10261	
-0.006	0.122	0.087	0.00721	0.01442	180	0	
-0.006	0.128	0.083	0.00721	0.01446	172.10486	7.89514	
-0.006	0.134	0.079	0.00728	0.0136	162.51274	17.48726	
-0.005	0.14	0.075	0.00648	0.06531	47.71605	132.28395	
-0.006	0.145	0.071	0.06949	0.13577	178.35781	1.64219	
-0.019	0.077	0.065	0.06629	0.08712	5.34247	174.65753	
-0.03	0.012	0.058	0.15291	0.15883	166.39302	13.60698	
-0.006	0.163	0.06	0.00608	0.0101	163.12546	16.87454	
-0.006	0.169	0.059	0.00412	0.00854	167.47119	12.52881	
-0.005	0.173	0.059	0.00447	0.00762	171.8699	8.1301	
-0.003	0.177	0.059	0.00316	0.0064	162.4516	17.5484	
-0.002	0.18	0.059	0.00332	0.0064	130.14007	49.85993	
-0.001	0.183	0.058	0.00374	0.00837	165.61884	14.38116	
0.001	0.184	0.055	0.00469	0.01077	165.55792	14.44208	
0.004	0.186	0.052	0.00616	0.01269	160.58215	19.41785	
0.007	0.188	0.047	0.00671	0.01257	169.3293	10.6707	
0.01	0.188	0.041	0.00592	0.01225	167.61616	12.38384	
0.013	0.189	0.036	0.0064	0.01136	161.70886	18.29114	
0.017	0.189	0.031	0.0051	0.00954	141.67118	38.32882	
0.021	0.188	0.028	0.005	0.00831	143.30077	36.69923	
0.026	0.188	0.028	0.00374	0.00812	148.72709	31.27291	
0.029	0.186	0.029	0.00469	0.00938	180	0	
0.031	0.183	0.032	0.00469	0.00837	165.61884	14.38116	
0.033	0.18	0.035	0.00374	0.00812	162.97613	17.02387	
0.034	0.178	0.038	0.00447	0.00894	180	0	
0.034	0.176	0.042	0.00447	0.00927	151.28949	28.71051	
0.034	0.174	0.046	0.0051	0.0102	180	0	
0.033	0.174	0.051	0.0051	0.00927	151.28949	28.71051	
0.032	0.174	0.056	0.00447	0.009	167.39562	12.60438	
0.032	0.176	0.06	0.00458	0.08095	65.53937	114.46063	
0.031	0.178	0.064	0.08274	0.14951	178.58632	1.41368	
0.02	0.096	0.063	0.06678	0.0051	3.27638	176.72362	
0.01	0.03	0.061	0.06329	0.00566	5.05656	174.94344	
0.016	0.093	0.062	0.06398	0.10858	4.02521	175.97479	
0.006	0.03	0.057	0.17231	0.17813	148.45746	31.54254	
0.027	0.201	0.06	0.00678	0.01315	171.94839	8.05161	
0.026	0.207	0.057	0.0064	0.01145	168.55113	11.44887	
0.025	0.213	0.055	0.0051	0.11827	14.55989	165.44011	
0.025	0.218	0.054	0.12319	0.16647	178.40132	1.59868	
0.008	0.096	0.052	0.04329	0.12866	2.40455	177.59545	
0.003	0.053	0.052	0.1719	0.17026	56.45146	123.54854	
0.028	0.223	0.057	0.003	0.00728	153.43495	26.56505	
0.03	0.221	0.058	0.00447	0.0099	168.46304	11.53696	
0.032	0.217	0.058	0.00548	0.10535	152.01105	27.98895	
0.034	0.212	0.057	0.10048	0.17375	178.51186	1.48814	
0.025	0.112	0.053	0.07328	0.0836	4.69435	175.30565	
0.02	0.039	0.049	0.15642	0.15191	42.22728	137.77272	
0.041	0.194	0.05	0.00616	0.01118	159.48587	20.51413	
0.044	0.189	0.048	0.0052	0.01005	154.93417	25.06583	
0.045	0.184	0.047	0.0051	0.0099	163.89789	16.10211	
0.048	0.18	0.046	0.0049	0.00781	162.28453	17.71547	
0.05	0.176	0.044	0.003	0.00707	165.96376	14.03624	
0.052	0.174	0.043	0.00412	0.00707	143.55232	36.44768	
0.054	0.171	0.041	0.00332	0.00574	169.97501	10.02499	
0.055	0.17	0.038	0.00245	0.00616	169.10661	10.89339	
0.056	0.169	0.036	0.00374	0.00648	160.89339	19.10661	
0.058	0.168	0.033	0.00283	0.00361	135	45	
0.06	0.168	0.031	0.001	0.00141	54.73561	125.26439	
0.06	0.168	0.03	0.00173	0.00707	164.77484	15.22516	
0.059	0.169	0.031	0.00539	0.01118	170.83765	9.16235	
0.056	0.171	0.035	0.00583	0.01118	170.83765	9.16235	
0.053	0.174	0.039	0.00539	0.01118	170.83765	9.16235	
0.051	0.177	0.043	0.00583	0.01175	166.36698	13.63302	
0.048	0.18	0.047	0.006	0.01208	166.73732	13.26268	
0.046	0.184	0.051	0.00616	0.01158	167.78909	12.21091	
0.044	0.189	0.054	0.00548	0.01212	168.46304	11.53696	
0.043	0.194	0.056	0.00671	0.01304	167.90524	12.09476	
0.043	0.2	0.059	0.0064	0.08133	18.66492	161.33508	
0.044	0.206	0.061	0.08737	0.1636	179.26019	0.73981	
0.036	0.119	0.061	0.07624	0.10161	3.95813	176.04187	
0.03	0.043	0.061	0.17753	0.18029	116.54318	63.45682	
0.051	0.219	0.071	0.006	0.0117	170.55377	9.44623	
0.055	0.221	0.075	0.00574	0.01277	169.97501	10.02499	
0.059	0.222	0.079	0.00707	0.01277	169.97501	10.02499	
0.064	0.222	0.084	0.00574	0.012	162.08664	17.91336	
0.068	0.221	0.088	0.0064	0.01175	170.41001	9.58999	
0.072	0.218	0.092	0.00539	0.01153	173.76465	6.23535	
0.075	0.216	0.096	0.00616	0.01192	156.81737	23.18263	
0.078	0.214	0.101	0.006	0.01136	172.0442	7.9558	
0.08	0.21	0.105	0.00539	0.01005	171.79327	8.20673	
0.082	0.207	0.109	0.00469	0.0097	164.08683	15.91317	
0.084	0.204	0.112	0.0051	0.0097	164.08683	15.91317	
0.085	0.2	0.115	0.00469	0.00877	169.25498	10.74502	
0.087	0.197	0.118	0.00412	0.00781	166.48422	13.51578	
0.089	0.194	0.12	0.00374	0.00748	180	0	
0.091	0.191	0.121	0.00374	0.0086	153.00449	26.99551	
0.093	0.188	0.122	0.0051	0.00943	171.82034	8.17966	
0.096	0.184	0.121	0.00436	0.00806	168.82001	11.17999	
0.099	0.181	0.12	0.00374	0.00949	164.26651	15.73349	
0.102	0.179	0.119	0.00583	0.00949	164.26651	15.73349	
0.106	0.176	0.116	0.00374	0.00877	157.79235	22.20765	
0.109	0.175	0.114	0.0052	0.0086	155.14752	24.85248	
0.114	0.174	0.113	0.00361	0.00768	156.23537	23.76463	
0.117	0.174	0.111	0.00424	0.00917	157.59313	22.40687	
0.121	0.175	0.11	0.0051	0.00943	171.82034	8.17966	
0.125	0.178	0.109	0.00436	0.01068	165.32432	14.67568	
0.128	0.181	0.108	0.0064	0.01288	167.54542	12.45458	
0.132	0.185	0.105	0.00656	0.01407	171.78848	8.21152	
0.135	0.19	0.102	0.00755	0.01446	173.79146	6.20854	
0.139	0.195	0.098	0.00693	0.01393	168.46304	11.53696	
0.143	0.199	0.094	0.00707	0.01453	166.91854	13.08146	
0.146	0.203	0.089	0.00755	0.07534	54.65762	125.34238	
0.15	0.208	0.085	0.07945	0.16106	178.70121	1.29879	
0.156	0.129	0.079	0.08161	0.09333	6.31492	173.68508	
0.164	0.048	0.073	0.17401	0.178	140.9422	39.0578	
0.162	0.222	0.074	0.0051	0.01149	165.54961	14.45039	
0.165	0.226	0.073	0.00648	0.01208	169.10661	10.89339	
0.17	0.23	0.072	0.00566	0.01068	166.10211	13.89789	
0.174	0.234	0.072	0.0051	0.01082	158.15455	21.84545	
0.177	0.238	0.073	0.00592	0.08552	66.60469	113.39531	
0.182	0.241	0.074	0.08769	0.16957	178.77909	1.22091	
0.193	0.154	0.074	0.08188	0.09413	5.63624	174.36376	
0.205	0.073	0.074	0.17528	0.17514	87.46215	92.53785	
0.196	0.248	0.078	0.00412	0.00714	156.97847	23.02153	
0.2	0.248	0.079	0.00316	0.00424	132.13041	47.86959	
0.203	0.249	0.079	0.00141	0.00283	180	0	
0.204	0.249	0.08	0.00141	0.00316	135	45	
0.205	0.249	0.081	0.002	0.005	180	0	
0.205	0.249	0.083	0.003	0.00707	165.96376	14.03624	
0.205	0.249	0.086	0.00412	0.007	147.52881	32.47119	
0.206	0.249	0.09	0.00316	0.0052	148.05194	31.94806	
0.205	0.249	0.093	0.00224	0.005	161.56505	18.43495	
0.205	0.248	0.095	0.00283	0.00648	160.89339	19.10661	
0.205	0.246	0.097	0.00374	0.00943	154.62307	25.37693	
0.204	0.243	0.099	0.00592	0.01153	158.0689	21.9311	
0.201	0.238	0.1	0.00583	0.01118	170.83765	9.16235	
0.198	0.234	0.103	0.00539	0.01136	172.0442	7.9558	
0.195	0.23	0.105	0.006	0.01153	158.18895	21.81105	
0.191	0.226	0.107	0.00574	0.01233	163.77025	16.22975	
0.186	0.224	0.109	0.00671	0.01418	174.88891	5.11109	
0.181	0.222	0.113	0.00748	0.01552	173.98272	6.01728	
0.175	0.22	0.117	0.00806	0.01688	175.66257	4.33743	
0.169	0.218	0.122	0.00883	0.01591	169.42424	10.57576	
0.162	0.216	0.127	0.00714	0.01241	164.17399	15.82601	
0.157	0.215	0.132	0.00539	0.01044	169.50852	10.49148	
0.153	0.213	0.135	0.0051	0.00854	157.61986	22.38014	
0.149	0.212	0.138	0.00361	0.00728	146.30993	33.69007	
0.147	0.212	0.141	0.004	0.00911	164.20683	15.79317	
0.147	0.212	0.145	0.0052	0.01005	154.93417	25.06583	
0.146	0.213	0.15	0.0051	0.00906	168.69007	11.30993	
0.147	0.213	0.155	0.004	0.00707	161.56505	18.43495	
0.147	0.213	0.159	0.00316	0.0051	130.20297	49.79703	
0.148	0.213	0.162	0.00245	0.00412	83.49859	96.50141	
0.147	0.212	0.164	0.00361	0.00592	154.93417	25.06583	
0.15	0.21	0.164	0.00245	0.006	150.79407	29.20593	
0.152	0.209	0.163	0.00374	0.00837	165.61884	14.38116	
0.154	0.206	0.162	0.00469	0.01005	171.79327	8.20673	
0.157	0.203	0.16	0.00539	0.01118	170.83765	9.16235	
0.16	0.199	0.158	0.00583	0.01221	172.30395	7.69605	
0.163	0.195	0.155	0.0064	0.01166	163.1416	16.8584	
0.167	0.191	0.152	0.00539	0.0098	158.74987	21.25013	
0.169	0.187	0.149	0.00458	0.01086	162.59945	17.40055	
0.171	0.183	0.148	0.0064	0.0114	178.21009	1.78991	
0.175	0.178	0.148	0.005	0.00917	146.01951	33.98049	
0.178	0.174	0.148	0.00458	0.01136	139.30361	40.69639	
0.179	0.17	0.15	0.00748	0.01304	156.4481	23.5519	
0.185	0.166	0.152	0.00583	0.01269	155.86086	24.13914	
0.188	0.162	0.155	0.00714	0.01288	178.02448	1.97552	
0.193	0.157	0.156	0.00574	0.01208	168.15572	11.84428	
0.197	0.153	0.157	0.0064	0.01285	171.1236	8.8764	
0.201	0.148	0.157	0.00648	0.01435	178.05488	1.94512	
0.205	0.143	0.156	0.00787	0.01473	164.06471	15.93529	
0.21	0.137	0.155	0.007	0.014	180	0	
0.213	0.131	0.153	0.007	0.01425	166.41432	13.58568	
0.216	0.125	0.151	0.00735	0.01364	171.79445	8.20555	
0.218	0.118	0.15	0.00632	0.01175	168.96052	11.03948	
0.22	0.112	0.15	0.00548	0.01095	151.24848	28.75152	
0.222	0.107	0.151	0.00583	0.01086	167.25863	12.74137	
0.222	0.102	0.154	0.0051	0.01105	157.31111	22.68889	
0.221	0.098	0.157	0.00616	0.01269	171.7062	8.2938	
0.219	0.095	0.162	0.00656	0.01418	158.37756	21.62244	
0.216	0.092	0.167	0.00787	0.01559	167.32804	12.67196	
0.211	0.091	0.173	0.00781	0.01628	174.80557	5.19443	
0.205	0.091	0.178	0.00849	0.01709	166.73732	13.26268	
0.199	0.091	0.184	0.00872	0.01806	165.30766	14.69234	
0.193	0.093	0.19	0.00949	0.01591	157.9865	22.0135	
0.185	0.094	0.195	0.00671	0.01404	173.72829	6.27171	
0.181	0.096	0.2	0.00735	0.01446	172.2563	7.7437	
0.176	0.098	0.205	0.00714	0.01277	171.95053	8.04947	
0.171	0.099	0.21	0.00566	0.01273	180	0	
0.167	0.099	0.214	0.00707	0.01145	157.79235	22.20765	
0.162	0.099	0.219	0.00458	0.0103	170.98901	9.01099	
0.16	0.098	0.223	0.00574	0.01233	163.77025	16.22975	
0.158	0.096	0.228	0.00671	0.01241	170.43532	9.56468	
0.156	0.092	0.233	0.00574	0.01158	166.16978	13.83022	
0.155	0.088	0.237	0.00592	0.0103	157.2408	22.7592	
0.154	0.083	0.24	0.00458	0.0099	166.53912	13.46088	
0.155	0.079	0.242	0.00539	0.01082	169.48027	10.51973	
0.155	0.074	0.244	0.00548	0.01145	163.83838	16.16162	
0.156	0.069	0.246	0.00608	0.01221	170.66414	9.33586	
0.156	0.063	0.247	0.00616	0.01487	168.46504	11.53496	
0.155	0.057	0.248	0.00877	0.01703	171.03561	8.96439	
0.153	0.049	0.251	0.00831	0.01723	166.04626	13.95374	
0.152	0.041	0.253	0.00906	0.01691	174.72323	5.27677	
0.149	0.033	0.256	0.00787	0.015	163.63057	16.36943	
0.147	0.026	0.259	0.00728	0.01393	169.38034	10.61966	
0.147	0.019	0.261	0.00671	0.01166	169.69515	10.30485	
0.147	0.013	0.264	0.005	0.00995	160.28079	19.71921	
0.147	0.009	0.267	0.0051	0.0103	153.52688	26.47312	
0.148	0.006	0.271	0.00548	0.01175	168.96052	11.03948	
0.15	0.005	0.276	0.00632	0.01364	171.79445	8.20555	
0.152	0.005	0.282	0.00735	0.013	156.93886	23.06114	
0.154	0.006	0.289	0.00592	0.01183	180	0	
0.155	0.009	0.294	0.00592	0.01204	152.47247	27.52753	
0.156	0.012	0.299	0.00648	0.01319	168.03761	11.96239	
0.155	0.017	0.303	0.00678	0.01463	172.94691	7.05309	
0.154	0.023	0.306	0.00787	0.01575	180	0	
0.152	0.03	0.309	0.00787	0.01568	169.69549	10.30451	
0.15	0.037	0.312	0.00787	0.01575	180	0	
0.147	0.044	0.314	0.00787	0.01643	171.55299	8.44701	
0.144	0.051	0.316	0.0086	0.01449	165.63394	14.36606	
0.14	0.058	0.319	0.006	0.01136	172.0442	7.9558	
0.136	0.062	0.321	0.00539	0.01192	172.36716	7.63284	
0.132	0.065	0.323	0.00656	0.01204	152.77437	27.22563	
0.127	0.068	0.326	0.00583	0.0114	165.96376	14.03624	
0.122	0.068	0.329	0.00566	0.01149	160.52878	19.47122	
0.118	0.068	0.333	0.006	0.01136	172.0442	7.9558	
0.114	0.066	0.337	0.00539	0.01245	176.3118	3.6882	
0.111	0.064	0.341	0.00707	0.01345	173.65981	6.34019	
0.107	0.061	0.346	0.0064	0.01345	173.65981	6.34019	
0.103	0.058	0.35	0.00707	0.01304	171.8699	8.1301	
0.098	0.055	0.354	0.006	0.01269	173.62063	6.37937	
0.094	0.053	0.358	0.00671	0.01342	180	0	
0.09	0.051	0.363	0.00671	0.01435	162.6173	17.3827	
0.086	0.049	0.368	0.00781	0.01442	166.75948	13.24052	
0.081	0.049	0.374	0.00671	0.01435	171.80082	8.19918	
0.078	0.049	0.38	0.00768	0.01407	175.05142	4.94858	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	
