%x	y	z	t
0.169	0.218	0.122	0.00883
0.162	0.216	0.127	0.00714
0.157	0.215	0.132	0.00539
0.153	0.213	0.135	0.0051
0.149	0.212	0.138	0.00361
0.147	0.212	0.141	0.004
0.147	0.212	0.145	0.0052
0.146	0.213	0.15	0.0051
0.147	0.213	0.155	0.004
0.147	0.213	0.159	0.00316
0.148	0.213	0.162	0.00245
0.147	0.212	0.164	0.00361
0.15	0.21	0.164	0.00245
0.152	0.209	0.163	0.00374
0.154	0.206	0.162	0.00469
0.157	0.203	0.16	0.00539
0.16	0.199	0.158	0.00583
0.163	0.195	0.155	0.0064
0.167	0.191	0.152	0.00539
0.169	0.187	0.149	0.00458
0.171	0.183	0.148	0.0064
0.175	0.178	0.148	0.005
0.178	0.174	0.148	0.00458
0.179	0.17	0.15	0.00748
0.185	0.166	0.152	0.00583
0.188	0.162	0.155	0.00714
0.193	0.157	0.156	0.00574
0.197	0.153	0.157	0.0064
0.201	0.148	0.157	0.00648
0.205	0.143	0.156	0.00787
0.21	0.137	0.155	0.007
0.213	0.131	0.153	0.007
0.216	0.125	0.151	0.00735
0.218	0.118	0.15	0.00632
0.22	0.112	0.15	0.00548
0.222	0.107	0.151	0.00583
0.222	0.102	0.154	0.0051
0.221	0.098	0.157	0.00616
0.219	0.095	0.162	0.00656
0.216	0.092	0.167	0.00787
0.211	0.091	0.173	0.00781
0.205	0.091	0.178	0.00849
0.199	0.091	0.184	0.00872
0.193	0.093	0.19	0.00949
0.185	0.094	0.195	0.00671
0.181	0.096	0.2	0.00735
0.176	0.098	0.205	0.00714
0.171	0.099	0.21	0.00566
0.167	0.099	0.214	0.00707
0.162	0.099	0.219	0.00458
0.16	0.098	0.223	0.00574
0.158	0.096	0.228	0.00671
0.156	0.092	0.233	0.00574
0.155	0.088	0.237	0.00592
0.154	0.083	0.24	0.00458
0.155	0.079	0.242	0.00539
0.155	0.074	0.244	0.00548
0.156	0.069	0.246	0.00608
0.156	0.063	0.247	0.00616
0.155	0.057	0.248	0.00877
0.153	0.049	0.251	0.00831
0.152	0.041	0.253	0.00906
0.149	0.033	0.256	0.00787
0.147	0.026	0.259	0.00728
0.147	0.019	0.261	0.00671
0.147	0.013	0.264	0.005
0.147	0.009	0.267	0.0051
0.148	0.006	0.271	0.00548
0.15	0.005	0.276	0.00632
0.152	0.005	0.282	0.00735
0.154	0.006	0.289	0.00592
0.155	0.009	0.294	0.00592
0.156	0.012	0.299	0.00648
0.155	0.017	0.303	0.00678
0.154	0.023	0.306	0.00787
0.152	0.03	0.309	0.00787
0.15	0.037	0.312	0.00787
0.147	0.044	0.314	0.00787
0.144	0.051	0.316	0.0086
0.14	0.058	0.319	0.006
0.136	0.062	0.321	0.00539
0.132	0.065	0.323	0.00656
0.127	0.068	0.326	0.00583
0.122	0.068	0.329	0.00566
0.118	0.068	0.333	0.006
0.114	0.066	0.337	0.00539
0.111	0.064	0.341	0.00707
0.107	0.061	0.346	0.0064
0.103	0.058	0.35	0.00707
0.098	0.055	0.354	0.006
0.094	0.053	0.358	0.00671
0.09	0.051	0.363	0.00671
0.086	0.049	0.368	0.00781
0.081	0.049	0.374	0.00671
0.078	0.049	0.38	0.00768
NaN	NaN	NaN	NaN
